date,green_ratio
2022-10-27,1.1972834590130297e-05
2022-10-28,1.2022930132348415e-05
2022-10-29,4.9143726915974144e-05
2022-10-30,6.903165717656715e-05
2022-10-31,0.0001949718503129
2022-11-01,8.040334526008003e-05
2022-11-02,0.0014523699599876
2022-11-03,0.0025087847542833
2022-11-04,0.0057524711129065
2022-11-05,0.006259237617985
2022-11-06,0.0076013973850928
2022-11-07,0.0019274760823843
2023-02-05,1.5128853749871756e-05
2023-02-06,2.5849299784549093e-05
2023-02-07,2.0539172309428544e-06
2023-02-08,1.0419872781368626e-05
2023-02-09,6.762898199445983e-06
2023-02-10,0.0001076052246845
2023-02-11,9.66843964809685e-06
2023-02-12,1.0970923745767927e-05
2023-02-13,1.001910844362368e-07
2023-02-14,1.152197471016723e-05
2023-02-15,1.4277229532163742e-05
2023-02-16,1.6030573509797887e-05
2023-02-17,3.156019159741459e-06
2023-02-18,7.514331332717759e-06
2023-02-23,3.75716566635888e-06
2023-02-24,4.007643377449472e-06
2023-02-25,2.003821688724736e-06
2023-02-26,9.267675310351904e-06
2023-02-27,4.273149751205499e-05
2023-02-28,3.156019159741459e-06
2023-03-01,6.327066982148354e-05
2023-03-02,6.512420488355391e-07
2023-03-03,4.658885426285011e-06
2023-03-04,5.360223017338668e-06
2023-03-09,1.437742061659998e-05
2023-03-10,8.866910972606956e-06
2023-03-12,1.953726146506617e-05
2023-03-15,4.909363137375603e-06
2023-03-16,7.414140248281523e-06
2023-03-19,0.0
2023-03-20,1.5028662665435518e-07
2023-03-21,5.610700728429261e-06
2023-03-22,1.1121210372422284e-05
2023-03-25,7.965191212680825e-06
2023-03-27,0.0003471621075715
2023-03-28,0.0003645953562634
2023-03-30,4.408407715194419e-06
2023-03-31,4.834219824048426e-06
2023-04-01,1.5529618087616704e-06
2023-04-02,0.00015509579870728242
2023-04-03,0.00010512549534468832
2023-04-04,4.208025546321946e-06
2023-04-05,0.00043232452934235347
2023-04-06,0.0003836567100774552
2023-04-07,4.308216630758182e-05
2023-04-08,1.9938025802811125e-05
2023-04-09,0.00030240174059965993
2023-04-10,0.0003689035728942127
2023-04-11,0.0002894854399644296
2023-04-12,0.00016409629779245085
2023-04-13,0.00022033689318935563
2023-04-14,0.00016376232751101705
2023-04-15,4.304876927943641e-05
2023-04-16,2.6199968580075924e-05
2023-04-17,2.4129352835060362e-05
2023-04-18,4.388369498307171e-05
2023-04-19,4.742377996648542e-06
2023-04-20,2.0672760422010195e-05
2023-04-21,0.0004590254533445723
2023-04-22,2.3511507814370235e-05
2023-04-23,0.0002140582518979898
2023-04-24,0.0007673969127252222
2023-04-25,0.0006892478668650096
2023-04-26,0.00013909862222562797
2023-04-27,0.0004248936905799874
2023-04-28,0.0006908676227300575
2023-04-29,3.857356750795117e-06
2023-04-30,0.00012218302746994181
2023-05-01,0.00032891063169007527
2023-05-02,0.0004246265143548256
2023-05-03,0.00017548468439004608
2023-05-04,0.0002689462676549707
2023-05-05,0.0002825388581101
2023-05-06,0.0006410425964398796
2023-05-07,0.00022485384124598282
2023-05-08,0.0003068727677425967
2023-05-09,0.0003988293974267266
2023-05-10,0.0004846242754180267
2023-05-11,0.0007832326702375111
2023-05-12,0.0005790098431283453
2023-05-13,0.001397214768005489
2023-05-14,0.0012438110853908889
2023-05-15,0.0015668828033269112
2023-05-16,0.0013591755529478665
2023-05-17,0.001808749647327346
2023-05-18,0.0012857577527415444
2023-05-19,0.0016946487006685444
2023-05-20,0.002678491752804222
2023-05-21,0.002751007833250633
2023-05-22,0.0030819946468570955
2023-05-23,0.006556621455105778
2023-05-24,0.005984669517258811
2023-05-25,0.005007984561488956
2023-05-26,0.0035519965901188444
2023-05-27,0.0037641957407834516
2023-05-28,0.007826075891941066
2023-05-29,0.005656655039157322
2023-05-30,0.008420381573960021
2023-05-31,0.005846088548969449
2023-06-01,0.0024306691054512258
2023-06-02,0.006521131546529944
2023-06-03,0.011937194394927745
2023-06-04,0.008783318211158943
2023-06-05,0.008746748465339712
2023-06-06,0.01000161396704679
2023-06-07,0.01657016372737191
2023-06-08,0.013642207306664121
2023-06-09,0.021198429645018946
2023-06-10,0.04217266504009777
2023-06-11,0.0812179488720888
2023-06-12,0.13260475935259278
2023-06-13,0.1315248497489968
2023-06-14,0.15772106116340637
2023-06-15,0.15189615189645245
2023-06-16,0.1994340272434253
2023-06-17,0.260549035787721
2023-06-18,0.31801173420169165
2023-06-19,0.3370890239642825
2023-06-20,0.32271651827699116
2023-06-21,0.3027449340270653
2023-06-22,0.28387197284883947
2023-06-23,0.2610237355796085
2023-06-24,0.2300492833264936
2023-06-25,0.21593623915086405
2023-06-26,0.18850687030304195
2023-06-27,0.1614413843415495
2023-06-28,0.14923595058272912
2023-06-29,0.10437559290857296
2023-06-30,0.0777485320002308
2023-07-01,0.06279428347967463
2023-07-02,0.037567298351415764
2023-07-03,0.03899338693756727
2023-07-04,0.038573244670012406
2023-07-05,0.032779478131804034
2023-07-06,0.02848399690111198
2023-07-07,0.02794175718597171
2023-07-08,0.0275320535770265
2023-07-09,0.02917778676380478
2023-07-10,0.029079170905862737
2023-07-11,0.024002343937023298
2023-07-12,0.020356167727534364
2023-07-13,0.021568051254018276
2023-07-14,0.016781750599187167
2023-07-15,0.024251658318300166
2023-07-16,0.019249852207018067
2023-07-17,0.021049812869771842
2023-07-18,0.018234543588198024
2023-07-19,0.02026583433257239
2023-07-20,0.022885435992413578
2023-07-21,0.02170397715857011
2023-07-22,0.018191099620752202
2023-07-23,0.019905246619686356
2023-07-24,0.02355707805927461
2023-07-25,0.0273406886057533
2023-07-26,0.0276482919334866
2023-07-27,0.03830250052900888
2023-07-28,0.03895615829621361
2023-07-29,0.048910059042383366
2023-07-30,0.0463549804409191
2023-07-31,0.043297510345063385
2023-08-01,0.05595061456765896
2023-08-02,0.06307885955650167
2023-08-03,0.0592520429964027
2023-08-04,0.0776587357408048
2023-08-05,0.11194665465976707
2023-08-06,0.11116518298699277
2023-08-07,0.09664427621359453
2023-08-08,0.11680988606470255
2023-08-09,0.13999023938455418
2023-08-10,0.15529435238887604
2023-08-11,0.13558610857627662
2023-08-12,0.17434550460352266
2023-08-13,0.1364971487907451
2023-08-14,0.16578919314917404
2023-08-15,0.15298291902316094
2023-08-16,0.20832036574440485
